Input,Answer,Confidence,All answers,Answer_3_classes,ChatGPT-4 5 classes,ChatGPT-4 3 classes,Model_agreement_with_human,model_agreement_with_human_3_classes,ChatGPT-3.5 5 classes,ChatGPT-3.5 3 classes,LLaMA 5 classes,LLaMA 3 classes,LLaMA 70B 5 classes,LLaMA 70B 3 classes,deberta-v3-large-nli_3_classes,Model_agreement_with_human_gpt3.5_turbo,model_agreement_with_human_3_classes_gpt3.5_turbo,Model_agreement_with_human_LLaMA_8B,Model_agreement_with_human_3_classes_LLaMA_8B,Model_agreement_with_human_LLaMA_70B,Model_agreement_with_human_3_classes_LLaMA_70B,Model_agreement_with_human_3_classes_deberta_nli,human_human_agreement,human_crowd_wisdom_agreement,chatgpt4_crowd_wisdom_agreement,chatgpt3_5_crowd_wisdom_agreement,llama_8b_crowd_wisdom_agreement,llama_70b_crowd_wisdom_agreement,chatgpt4_individuals_agreement,chatgpt3_5_individuals_agreement,llama_8b_individuals_agreement,llama_70b_individuals_agreement,Annotator_explanations,Explanations,Who_explained,NLI_ChatGPT4_turbo,Avg_synthetic_agreement,LLaMA 8B 5 runs,LLaMA 70B 5 runs,Llama 8B majority,Llama 70B majority,ChatGPT-3.5 5 runs,ChatGPT-4 5 runs,ChatGPT-3.5 majority,ChatGPT-4 majority,Llama 8B majority 3 class,Llama 70B majority 3 class,ChatGPT-3.5 majority 3 class,ChatGPT-4 majority 3 class,bart_NLI,ChatGPT-4 Confidence,ChatGPT-3.5 Confidence,LLaMA 8B Confidence,LLaMA 70B Confidence
"Text 1: The expansion of the subway should take priority over the expansion of the tram lines.

Text 2: The subway is the more efficient means of transportation.",Consistent,100.0,"['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Consistent,Consistent,Consistent,1.0,1.0,Factual inconsistency,Consistent,Surface contradiction,Consistent,Consistent,Consistent,Consistent,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,['Expansion of the subway is consistent with it being the most efficient means of travel'],['v2'],Unrelated,1.0,"['Surface contradiction', 'Consistent', 'Consistent', 'Consistent', 'Consistent']","['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Consistent,Consistent,"['Factual inconsistency', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency']","['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Surface contradiction,Consistent,Consistent,Consistent,Inconsistent,Consistent,Inconsistent,100,60,80,100
"Text 1:  We aim to make higher education available for everyone.

Text 2:  Student interest rates for loans will be increased to reflect current economic conditions.",Factual inconsistency,60.0,"['Indirect inconsistency', 'Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']",Inconsistent,Indirect inconsistency,Inconsistent,0.2,1.0,Factual inconsistency,Inconsistent,Factual inconsistency,Unrelated,Indirect inconsistency,Inconsistent,Inconsistent,0.6,1.0,0.6,0.0,0.2,1.0,1.0,0.3,0.6,0.0,1.0,1.0,0.0,0.2,0.6,0.6,0.2,0,"['These two statements express a factual inconsistency, as increasing tuition for students does not help to make education accessible for all students']",['v5'],Unrelated,0.7,"['Factual inconsistency', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Unrelated,Indirect inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Unrelated,Inconsistent,Inconsistent,Inconsistent,Consistent,100,100,80,100
"Text 1: We should show respect to our culture.

Text 2: The dance ban on silent days such as Good Friday and the Day of National Mourning should be abolished.",Indirect inconsistency,60.0,"['Unrelated', 'Indirect inconsistency', 'Unrelated', 'Indirect inconsistency', 'Indirect inconsistency']",Inconsistent,Indirect inconsistency,Inconsistent,0.6,0.6,Indirect inconsistency,Consistent,Unrelated,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.6,0.0,0.4,0.6,0.6,0.6,0.6,0.4,0.0,0.4,0.4,0.6,0.4,0.6,0.6,0.4,0.6,0,"[""While you can see not dancing on Good Friday as a sign of respect, it doesn't necessarily have to mean that.""]",['v9'],Unrelated,0.7,"['Unrelated', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Indirect inconsistency,Indirect inconsistency,"['Indirect inconsistency', 'Indirect inconsistency', 'Consistent', 'Consistent', 'Consistent']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Consistent,Indirect inconsistency,Inconsistent,Inconsistent,Consistent,Inconsistent,Inconsistent,100,60,80,100
"Text 1: Conditions must be created to enable and make ecological farming profitable for farmers.

Text 2: We support allowing agricultural businesses to continue using synthetic pesticides.",Factual inconsistency,80.0,"['Indirect inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']",Inconsistent,Indirect inconsistency,Inconsistent,0.2,1.0,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.8,1.0,0.8,1.0,0.2,1.0,1.0,0.6,0.8,0.0,1.0,1.0,0.0,0.2,0.8,0.8,0.2,0,"[""I'am not sure, it seemed as accurate description.""]",['v10'],Contradiction,1.0,"['Factual inconsistency', 'Factual inconsistency', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,100,60,100
"Text 1: We advocate for allowing businesses the freedom to operate without restrictions on their ability to set employee benefits.

Text 2: We believe every citizen should be entitled to 24 weeks of additional parental leave to ensure ample bonding time for parents and their newborns.",Surface contradiction,40.0,"['Indirect inconsistency', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency', 'Consistent']",Inconsistent,Indirect inconsistency,Inconsistent,0.2,0.8,Surface contradiction,Inconsistent,Consistent,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.4,0.8,0.2,0.8,0.2,0.8,0.8,0.1,0.0,0.4,0.6,0.0,0.4,0.2,0.4,0.2,0.2,0,"['If companies can decide on their own which benefits they give to workers, then establashing a specific amount of a certain benefit directly goes against that, because if the first is true compies could just decide to give little to no benefits']",['v4'],Contradiction,0.5,"['Consistent', 'Consistent', 'Unrelated', 'Unrelated', 'Unrelated']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Unrelated,Indirect inconsistency,"['Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Indirect inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Unrelated,Inconsistent,Inconsistent,Inconsistent,Consistent,100,60,60,100
"Text 1:  We are advancing our efforts to build a comprehensive public transportation network as part of our urban development plan.

Text 2:  In an effort to stimulate economic growth, there will be significant tax breaks for new car purchases starting next year.",Indirect inconsistency,60.0,"['Indirect inconsistency', 'Factual inconsistency', 'Indirect inconsistency', 'Unrelated', 'Indirect inconsistency']",Inconsistent,Indirect inconsistency,Inconsistent,0.6,0.8,Surface contradiction,Inconsistent,Factual inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.0,0.8,0.2,0.8,0.6,0.8,0.8,0.3,0.6,1.0,0.0,0.0,1.0,0.6,0.0,0.2,0.6,0,"[""I know I answered this as unrelated previously, but I thought about it a bit more and changed my mind. While tax breaks for new cars won't necessarily make the new public transportation plan useless, it IS possible some people might buy a new car instead of take the public transport.""]",['v9'],Unrelated,0.8,"['Factual inconsistency', 'Factual inconsistency', 'Unrelated', 'Unrelated', 'Unrelated']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Unrelated,Indirect inconsistency,"['Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Surface contradiction', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Unrelated,Inconsistent,Inconsistent,Inconsistent,Consistent,100,60,60,100
"Text 1:  We aim to become a leader in renewable energy within the next decade.

Text 2:  We have halted new investments in solar and wind power projects.",Factual inconsistency,80.0,"['Indirect inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']",Inconsistent,Factual inconsistency,Inconsistent,0.8,1.0,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Surface contradiction,Inconsistent,Inconsistent,0.8,1.0,0.8,1.0,0.0,1.0,1.0,0.6,0.8,1.0,1.0,1.0,0.0,0.8,0.8,0.8,0.0,0,"['The two statements are a factual consistency because halting the funding of solar and wind projects challenges the truth of aiming to become a leader in renewable energy.', 'Text A supports renewable energy. Text B halted investments on renewable energy sources. One statement directly challenges the truth of the other. ']","['v5', 'v8']",Contradiction,1.0,"['Factual inconsistency', 'Factual inconsistency', 'Consistent', 'Consistent', 'Consistent']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency']",Consistent,Surface contradiction,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']",Factual inconsistency,Factual inconsistency,Consistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,100,60,80
"Text 1: We're focused on promoting healthy lifestyles for all citizens.

Text 2: Free check-ups for women will be limited to one visit per year.",Indirect inconsistency,80.0,"['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Factual inconsistency']",Inconsistent,Indirect inconsistency,Inconsistent,0.8,1.0,Factual inconsistency,Inconsistent,Unrelated,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.2,1.0,0.0,1.0,0.8,1.0,1.0,0.6,0.8,1.0,0.0,0.0,1.0,0.8,0.2,0.0,0.8,0,0,0,Unrelated,1.0,"['Unrelated', 'Unrelated', 'Consistent', 'Consistent', 'Consistent']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Consistent,Indirect inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Consistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,100,60,100
"Text 1: We are against accepting quota refugees directly from crisis areas and don't see it as a humanitarian necessity.

Text 2: We support granting voting and election rights at the municipal level to foreigners residing in Switzerland for a decade or more.",Unrelated,80.0,"['Indirect inconsistency', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Unrelated,Unrelated,Unrelated,0.8,0.8,Factual inconsistency,Inconsistent,Consistent,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.6,0.8,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0,0,0,Unrelated,1.0,"['Consistent', 'Unrelated', 'Consistent', 'Consistent', 'Consistent']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Consistent,Indirect inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Factual inconsistency,Unrelated,Consistent,Inconsistent,Inconsistent,Unrelated,Inconsistent,100,100,80,100
"Text 1: Bicycles should generally have priority over cars in traffic planning.

Text 2: We support increased privatization of transport projects (e.g. bridge or tunnel construction).",Unrelated,60.0,"['Unrelated', 'Unrelated', 'Factual inconsistency', 'Unrelated', 'Indirect inconsistency']",Unrelated,Unrelated,Unrelated,0.6,0.6,Surface contradiction,Inconsistent,Unrelated,Unrelated,Indirect inconsistency,Inconsistent,Inconsistent,0.0,0.4,0.6,0.6,0.2,0.4,0.4,0.3,0.6,1.0,0.0,1.0,0.0,0.6,0.0,0.6,0.2,0,0,0,Unrelated,0.9,"['Unrelated', 'Unrelated', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency']","['Unrelated', 'Indirect inconsistency', 'Unrelated', 'Unrelated', 'Unrelated']",Surface contradiction,Unrelated,Inconsistent,Inconsistent,Inconsistent,Unrelated,Consistent,80,80,60,100
"Text 1: The status of being a lifetime civil servant is not necessary for teachers and hinders greater flexibility.

Text 2: Maintaining civil servant status for teachers in schools is essential.",Surface contradiction,80.0,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Indirect inconsistency', 'Surface contradiction']",Inconsistent,Surface contradiction,Inconsistent,0.8,1.0,Surface contradiction,Inconsistent,Surface contradiction,Inconsistent,Surface contradiction,Inconsistent,Inconsistent,0.8,1.0,0.8,1.0,0.8,1.0,1.0,0.6,0.8,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0,['If its not necessary how can it be essential?'],['v2'],Contradiction,1.0,"['Surface contradiction', 'Surface contradiction', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Indirect inconsistency,Surface contradiction,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Surface contradiction,Surface contradiction,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,80,60,100
"Text 1:  We are committed to promoting renewable energy as the future of our energy policy.

Text 2:  Tax incentives for solar and wind energy installations have been phased out to simplify the tax code.",Surface contradiction,40.0,"['Factual inconsistency', 'Surface contradiction', 'Surface contradiction', 'Indirect inconsistency', 'Indirect inconsistency']",Inconsistent,Indirect inconsistency,Inconsistent,0.4,1.0,Factual inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Inconsistent,0.2,1.0,0.4,1.0,0.2,1.0,1.0,0.2,0.0,0.4,0.0,0.4,0.0,0.4,0.2,0.4,0.2,0,"[""Eliminating the tax benefits of renewable energies makes it more expensive and probably less acessibale, which in turn worsens the countries' reliance of fossil fuels and doesn't contribute to promoting clean energy sources.""]",['v4'],Unrelated,0.3,"['Indirect inconsistency', 'Factual inconsistency', 'Consistent', 'Consistent', 'Consistent']","['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']",Consistent,Factual inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Consistent,Inconsistent,Inconsistent,Inconsistent,Consistent,100,100,60,100
"Text 1: Air traffic, not only over regional airports, should be restricted as much as possible to protect the environment.

Text 2: The continued operation of regional airports should persist.",Factual inconsistency,40.0,"['Unrelated', 'Factual inconsistency', 'Indirect inconsistency', 'Factual inconsistency', 'Surface contradiction']",Inconsistent,Indirect inconsistency,Inconsistent,0.2,0.8,Surface contradiction,Inconsistent,Consistent,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.2,0.8,0.0,0.8,0.2,0.8,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0,0,0,Contradiction,0.4,"['Consistent', 'Indirect inconsistency', 'Unrelated', 'Unrelated', 'Unrelated']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Unrelated,Indirect inconsistency,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,Unrelated,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,80,60,100
